Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-01 04:00:00-04:00,5.68,5.68,5.68,5.68,0,0.0,0.0,0.0
2024-10-01 05:00:00-04:00,5.68,5.69,5.65,5.69,0,0.0,0.0,0.0
2024-10-01 06:00:00-04:00,5.69,5.69,5.64,5.64,0,0.0,0.0,0.0
2024-10-01 07:00:00-04:00,5.64,5.64,5.64,5.64,0,0.0,0.0,0.0
2024-10-01 08:00:00-04:00,5.65,5.69,5.65,5.651,0,0.0,0.0,0.0
2024-10-01 09:00:00-04:00,5.651,5.66,5.64,5.64,0,0.0,0.0,0.0
2024-10-01 09:30:00-04:00,5.619999885559082,5.630000114440918,5.539999961853027,5.565000057220459,1718095,0.0,0.0,0.0
2024-10-01 10:30:00-04:00,5.560100078582764,5.579999923706055,5.480000019073486,5.520100116729736,2077484,0.0,0.0,0.0
2024-10-01 11:30:00-04:00,5.525000095367432,5.565000057220459,5.510000228881836,5.525000095367432,930724,0.0,0.0,0.0
2024-10-01 12:30:00-04:00,5.519999980926514,5.539700031280518,5.409999847412109,5.454999923706055,1371743,0.0,0.0,0.0
2024-10-01 13:30:00-04:00,5.449999809265137,5.53000020980835,5.445000171661377,5.520699977874756,601172,0.0,0.0,0.0
2024-10-01 14:30:00-04:00,5.525000095367432,5.539999961853027,5.460000038146973,5.492099761962891,414462,0.0,0.0,0.0
2024-10-01 15:30:00-04:00,5.494999885559082,5.510000228881836,5.46999979019165,5.46999979019165,492427,0.0,0.0,0.0
2024-10-01 16:00:00-04:00,5.48,5.48,5.34,5.417,0,0.0,0.0,0.0
2024-10-01 17:00:00-04:00,5.4291,5.5481,5.38,5.5481,0,0.0,0.0,0.0
2024-10-01 18:00:00-04:00,5.44,5.44,5.3701,5.39,0,0.0,0.0,0.0
2024-10-01 19:00:00-04:00,5.37,5.42,5.37,5.4,0,0.0,0.0,0.0
